center,mask_name,operation,radius,f1,precision,recall,miou,gt_area,perturbed_area,area_ratio
Colour1,Color1_000021.PNG,erosion,3,0.7465739736634052,0.9999999999870735,0.595626732363754,0.595626732363754,12988.0,7736.0,0.595626732363754
Colour1,Color1_000021.PNG,dilation,1,0.9367471553862239,0.8810202143475714,0.9999999999923005,0.8810202143475714,12988.0,14742.0,1.1350477363632965
Colour1,Color1_000021.PNG,dilation,2,0.8785469795136892,0.7834006876121394,0.9999999999923005,0.7834006876121394,12988.0,16579.0,1.2764859870551548
Colour1,Color1_000021.PNG,dilation,3,0.8287126648130936,0.7075230157394589,0.9999999999923005,0.7075230157394589,12988.0,18357.0,1.4133815829888097
Colour1,Color1_000022.PNG,erosion,1,0.9484153243704567,0.9999999999955563,0.9018916319296975,0.9018916319296975,24952.0,22504.0,0.9018916319296975
Colour1,Color1_000022.PNG,erosion,2,0.889862696136779,0.9999999999950002,0.8015790317377302,0.8015790317377302,24952.0,20001.0,0.8015790317377302
Colour1,Color1_000022.PNG,erosion,3,0.8266440463942168,0.9999999999943113,0.7045126643126622,0.7045126643126622,24952.0,17579.0,0.7045126643126622
Colour1,Color1_000022.PNG,dilation,1,0.9530757126014431,0.910357911631543,0.9999999999959923,0.910357911631543,24952.0,27409.0,1.0984690605919427
Colour1,Color1_000022.PNG,dilation,2,0.9089153497376208,0.8330384268659798,0.9999999999959923,0.8330384268659798,24952.0,29953.0,1.2004248156412294
Colour1,Color1_000022.PNG,dilation,3,0.8696197187345602,0.7693161497170583,0.9999999999959923,0.7693161497170583,24952.0,32434.0,1.2998557229829277
Colour1,Color1_000023.PNG,erosion,1,0.9396401780186284,0.9999999999952079,0.8861522782246118,0.8861522782246118,23549.0,20868.0,0.8861522782246118
Colour1,Color1_000023.PNG,erosion,2,0.8680813755577291,0.9999999999944629,0.7669115461345836,0.7669115461345836,23549.0,18060.0,0.7669115461345836
Colour1,Color1_000023.PNG,erosion,3,0.7908707675451904,0.9999999999935077,0.6540829759197669,0.6540829759197669,23549.0,15403.0,0.6540829759197669
Colour1,Color1_000023.PNG,dilation,1,0.9459898671886755,0.8975150544976845,0.9999999999957535,0.8975150544976845,23549.0,26238.0,1.1141874389523367
Colour1,Color1_000023.PNG,dilation,2,0.8948037883004604,0.8096335006504516,0.9999999999957535,0.8096335006504516,23549.0,29086.0,1.2351267569695734
Colour1,Color1_000023.PNG,dilation,3,0.8509430746172566,0.7405578791762616,0.9999999999957535,0.7405578791762616,23549.0,31799.0,1.350333347482482
Colour1,Color1_000024.PNG,erosion,1,0.9508511250515365,0.9999999999956065,0.9063072389865958,0.9063072389865958,25114.0,22761.0,0.9063072389865958
Colour1,Color1_000024.PNG,erosion,2,0.8949220661866085,0.999999999995083,0.8098271880193922,0.8098271880193922,25114.0,20338.0,0.8098271880193922
Colour1,Color1_000024.PNG,erosion,3,0.835238687062925,0.9999999999944472,0.7170900692812093,0.7170900692812093,25114.0,18009.0,0.7170900692812093
Colour1,Color1_000024.PNG,dilation,1,0.9551046297830156,0.9140673339366184,0.9999999999960181,0.9140673339366184,25114.0,27475.0,1.094011308429187
Colour1,Color1_000024.PNG,dilation,2,0.9123737061024688,0.8388669917802162,0.9999999999960181,0.8388669917802162,25114.0,29938.0,1.1920840965151227
